Vehicle_Model,Mileage,Maintenance_History,Vehicle_Age,Fuel_Type,Engine_Size,Service_History,Accident_History,Fuel_Efficiency,Battery_Status
Car,65186,Poor,9,Petrol,1000,3,0,11.10479,Weak
Bus,43953,Average,10,Diesel,1500,4,2,12.31453096,Weak
Truck,60181,Good,8,Diesel,1500,6,3,12.26323931,Weak
Car,65538,Average,4,Electric,800,2,0,18.99243114,Weak
Bus,41045,Good,8,Petrol,1000,7,2,17.99991035,New
SUV,71188,Good,9,Electric,800,4,3,11.69748819,New
Car,48190,Good,10,Petrol,1000,6,3,13.48879919,New
SUV,44169,Poor,6,Diesel,2000,9,1,16.4352004,Good
Car,62258,Average,1,Electric,2000,1,1,16.67875224,New
Bus,30944,Poor,2,Diesel,2500,10,1,16.41180761,Good
Motorcycle,70501,Good,2,Diesel,1500,2,2,10.79568406,Good
Truck,51756,Poor,2,Electric,1500,5,0,12.99504811,Good
SUV,41674,Poor,8,Electric,1500,1,3,13.79172328,Weak
SUV,77350,Average,3,Electric,800,4,1,17.72402377,Good
Car,37782,Poor,4,Electric,800,10,3,12.62910808,Good
Truck,69605,Poor,3,Petrol,2000,5,1,10.63222229,Weak
SUV,59957,Average,7,Diesel,1500,6,2,18.84283264,New
Motorcycle,55204,Poor,3,Electric,800,8,1,18.93710842,Weak
Car,78742,Good,3,Diesel,2500,6,2,11.07718976,Good
Motorcycle,40790,Average,1,Petrol,2000,10,3,11.95444813,Weak
Motorcycle,42934,Good,2,Petrol,2500,6,2,18.37883604,Good
Bus,67993,Average,2,Electric,1500,8,3,17.03560928,New
SUV,35239,Average,2,Electric,2500,2,0,17.16534624,New
Truck,47357,Good,6,Diesel,1500,7,0,19.63139882,Weak
Car,34337,Average,3,Electric,2000,10,1,19.16226593,Good
Bus,34789,Average,5,Diesel,2000,2,3,16.96508084,Weak
Car,33791,Average,9,Electric,1000,1,1,10.20974688,Weak
Car,41333,Average,1,Electric,1000,10,1,16.68688057,New
Bus,50177,Average,6,Petrol,1000,1,2,15.13204905,New
Motorcycle,48705,Good,7,Electric,2000,3,1,11.68164862,New
Car,65466,Poor,4,Diesel,1000,9,1,16.65349258,New
SUV,38849,Good,5,Electric,2000,7,1,12.12717845,Weak
Truck,34600,Average,10,Diesel,1500,9,0,11.17967465,Weak
Truck,32579,Poor,1,Petrol,800,4,2,19.46740771,Weak
Truck,60899,Poor,4,Diesel,1000,7,1,15.29036415,Weak
Van,79288,Average,8,Diesel,1500,2,0,16.96746625,Weak
Truck,56507,Average,5,Electric,800,10,2,15.90575343,New
Motorcycle,31862,Average,9,Electric,1500,10,2,15.28511685,New
SUV,78023,Good,6,Electric,2000,2,3,18.01062379,Weak
Motorcycle,44111,Poor,3,Petrol,2000,8,0,12.24508105,New
Bus,78764,Average,7,Electric,800,6,0,17.84764222,Weak
Bus,77719,Poor,5,Petrol,1000,5,3,16.30981341,New
Bus,52844,Average,1,Electric,2500,7,3,13.5729429,Good
Car,39818,Poor,1,Diesel,1500,6,1,16.85350169,Good
Motorcycle,35018,Poor,3,Petrol,800,4,0,19.47653626,Weak
Bus,66070,Poor,3,Electric,1000,2,0,10.39100949,Good
SUV,70089,Poor,1,Diesel,800,7,0,18.49695975,New
Motorcycle,51504,Good,9,Diesel,2000,6,3,15.21252217,Weak
Motorcycle,77127,Average,1,Diesel,1000,2,1,11.73182866,New
Bus,50947,Average,6,Petrol,2500,8,2,10.73171491,Weak
Motorcycle,73575,Good,1,Petrol,1000,5,2,17.42128267,New
Van,41085,Average,2,Diesel,1500,7,1,16.12633788,Weak
Truck,57808,Average,2,Petrol,1500,4,2,12.15197725,Good
SUV,54040,Average,6,Diesel,2000,6,1,16.81482304,Good
Van,52307,Poor,4,Electric,800,6,2,10.36143486,Good
SUV,61580,Poor,1,Diesel,2000,8,1,15.34771517,New
Truck,52381,Average,8,Electric,1000,6,1,16.43313184,Good
Bus,66377,Average,10,Diesel,1000,9,0,19.8923548,Good
Motorcycle,41961,Poor,10,Diesel,1000,10,3,17.52560779,Good
Motorcycle,34398,Poor,5,Petrol,1000,7,0,19.9683222,Weak
Bus,37517,Average,6,Electric,2500,5,0,18.96234349,Good
Motorcycle,47453,Good,7,Diesel,1500,2,2,18.674297,Good
Bus,38665,Good,2,Electric,2000,4,1,18.8932404,New
Bus,61298,Average,3,Petrol,1000,8,1,16.27293545,New
Van,36985,Good,7,Petrol,800,5,2,10.41141695,New
Car,49813,Average,5,Electric,2000,2,2,19.05984592,Weak
Bus,43492,Poor,5,Diesel,800,4,1,10.76579929,Weak
Car,60359,Poor,6,Petrol,2500,6,2,11.61229728,New
Car,50027,Good,10,Electric,2500,2,0,15.28544852,Weak
SUV,73543,Average,6,Electric,800,9,0,18.59694926,New
Bus,32899,Average,3,Petrol,2500,10,2,15.93821065,Weak
SUV,68403,Average,2,Diesel,2500,8,1,18.08345202,Good
Truck,72520,Average,5,Petrol,800,5,3,18.13895665,New
Car,30315,Average,6,Electric,2500,3,3,13.58314917,Weak
Van,62123,Good,8,Petrol,1500,9,1,14.71422376,Good
Motorcycle,70583,Average,3,Electric,800,7,1,17.43921603,New
Motorcycle,56610,Average,5,Electric,1000,6,3,18.59375668,Good
Car,72201,Average,6,Diesel,2500,1,0,10.14019194,New
Van,44549,Good,3,Petrol,2000,1,0,19.06491734,Weak
Truck,44424,Average,1,Diesel,2500,6,2,13.85135952,New
Van,76881,Good,2,Electric,1500,1,1,18.9973777,New
Truck,64229,Average,4,Petrol,800,5,0,18.72262318,Weak
Motorcycle,65844,Poor,4,Diesel,1000,1,2,17.04332339,Good
Van,56617,Poor,10,Petrol,1000,8,0,11.35888289,Good
Bus,70050,Average,7,Electric,2500,2,0,11.13680446,Good
Motorcycle,32135,Average,9,Diesel,1500,7,0,14.36248103,Good
Motorcycle,49235,Good,8,Diesel,1000,1,0,19.44280828,Good
SUV,48473,Good,9,Electric,800,4,0,17.33883448,Weak
Motorcycle,55303,Good,1,Diesel,2500,3,3,11.75767068,Good
Bus,50266,Average,5,Electric,1000,6,2,16.21803863,Good
Car,52251,Poor,3,Diesel,1500,2,1,12.4477071,New
Car,51821,Good,10,Diesel,2000,1,3,19.8268752,New
Van,73228,Average,6,Diesel,2500,2,0,15.22139665,Good
Truck,66806,Average,10,Petrol,2000,1,3,11.98123581,New
Truck,31187,Poor,3,Petrol,2000,3,3,15.92720349,New
Van,64007,Poor,5,Electric,1000,1,2,15.1350427,New
Car,73740,Average,7,Petrol,1500,5,3,13.98632582,New
Bus,73064,Good,3,Electric,2000,3,1,15.05498321,Weak
Car,43529,Good,6,Electric,800,7,0,14.73178113,Weak
Van,72981,Average,9,Diesel,800,5,3,11.12634538,Good
Motorcycle,48221,Average,6,Diesel,1500,2,3,14.85938714,Weak
Motorcycle,57483,Poor,2,Petrol,2500,1,0,11.21156052,Weak
Motorcycle,31616,Average,3,Electric,1000,5,0,13.4986315,Weak
Bus,64536,Average,7,Diesel,2000,1,0,14.36308661,Weak
Motorcycle,33023,Average,6,Petrol,1500,2,2,12.37792794,Weak
Van,49526,Poor,10,Electric,1500,5,0,18.85709828,New
Van,58104,Poor,1,Petrol,2500,10,0,10.70909423,Weak
SUV,62966,Average,3,Petrol,2000,10,2,17.27577006,Weak
Car,46006,Average,3,Petrol,800,5,0,12.37510579,Weak
Motorcycle,40460,Poor,4,Petrol,2000,4,0,11.68762876,New
Car,45371,Poor,6,Electric,2500,7,1,13.30368298,New
Truck,69688,Poor,8,Diesel,1000,4,0,17.70385315,New
Van,37662,Average,8,Diesel,1500,1,1,17.03420815,Weak
Car,72215,Good,2,Diesel,2000,10,0,10.00107981,New
Van,51215,Good,9,Diesel,1500,1,2,11.59616493,Good
Bus,51821,Average,4,Electric,1500,10,1,19.29321172,Good
Truck,79461,Poor,7,Petrol,1500,8,3,10.62598858,Weak
Car,35381,Good,5,Electric,1500,6,2,17.28830126,Good
Bus,58259,Poor,4,Electric,2500,7,2,12.58133785,Good
Van,75373,Good,1,Diesel,800,1,2,17.08598635,Good
Car,60561,Poor,1,Petrol,2000,1,1,16.70726083,Good
Car,72153,Average,10,Electric,1500,6,3,11.87954652,Weak
SUV,42943,Good,9,Electric,1500,6,1,19.66214568,Good
SUV,63001,Average,6,Electric,2000,7,3,18.0238255,New
SUV,34773,Average,8,Electric,800,1,1,16.28229007,Good
Motorcycle,75051,Average,6,Petrol,2000,2,0,10.66380375,New
Bus,71736,Average,5,Diesel,2500,2,3,16.43000539,Good
Car,52820,Poor,2,Petrol,2000,2,0,15.41843385,Weak
Bus,56804,Average,7,Electric,2000,5,0,10.02044807,New
Bus,38624,Good,5,Petrol,1500,1,0,17.27266212,Good
Bus,31549,Good,10,Petrol,1500,8,0,11.19410598,New
Car,41177,Average,10,Petrol,1500,8,3,19.20579104,New
Van,79459,Good,7,Electric,800,6,2,11.47873257,New
Motorcycle,47974,Good,3,Diesel,1000,10,1,17.64697356,Good
Truck,70502,Poor,5,Electric,1000,4,1,17.1740533,New
Motorcycle,48550,Good,10,Electric,1500,6,2,19.82615449,Good
Car,66792,Good,3,Electric,800,5,2,19.22177101,Good
Bus,45271,Good,1,Diesel,800,5,2,19.56713064,New
Motorcycle,60134,Good,7,Diesel,1000,4,2,18.83984879,Weak
Truck,69072,Poor,2,Diesel,2000,6,2,11.32735139,Weak
Truck,70081,Average,5,Diesel,2000,6,3,17.46726029,Weak
Van,71172,Poor,6,Diesel,2500,8,0,10.80074982,New
Bus,48927,Good,2,Diesel,1000,3,3,11.75472559,New
Bus,79784,Poor,5,Electric,800,5,3,16.72825434,Good
Motorcycle,68312,Poor,7,Petrol,2500,3,2,12.72168687,Good
SUV,51456,Average,4,Electric,1500,10,1,18.54482908,Good
Van,50218,Average,7,Electric,2000,7,2,11.08247974,New
Truck,61018,Poor,7,Petrol,2500,3,2,12.76171185,New
Motorcycle,62737,Poor,7,Electric,1000,6,3,12.05731255,Weak
Truck,77392,Poor,8,Diesel,2500,7,1,13.58433382,Good
SUV,72681,Average,9,Petrol,2000,6,1,12.19951323,Good
Car,40922,Good,10,Petrol,2000,5,0,13.62206719,Weak
Truck,53868,Average,5,Petrol,800,6,2,11.27042955,New
Van,52122,Good,8,Diesel,800,6,0,15.71549774,New
Motorcycle,54280,Good,7,Petrol,1500,1,3,17.12035515,Weak
Van,51430,Good,7,Diesel,1000,5,2,16.43094646,New
Van,76382,Average,3,Diesel,2000,10,2,11.6895292,Weak
Car,35594,Good,6,Electric,1500,6,1,14.21788609,Good
SUV,58674,Poor,2,Diesel,2500,4,0,13.67084872,Weak
Bus,51606,Good,3,Petrol,2500,4,0,15.05712064,Good
Bus,78561,Good,10,Petrol,2500,7,1,18.02906395,New
Truck,62332,Good,7,Electric,2500,3,0,17.34590299,Weak
Motorcycle,55737,Average,10,Diesel,2000,2,2,15.14652715,Weak
Truck,34844,Average,2,Petrol,1000,1,0,19.40941712,New
Truck,47580,Poor,2,Diesel,1500,8,0,13.81660434,Good
Car,48167,Average,3,Diesel,800,6,1,12.27152736,New
Bus,37384,Poor,5,Electric,1000,1,2,18.98877791,Weak
SUV,47709,Average,5,Electric,1500,3,1,18.00424454,New
Van,62138,Poor,6,Electric,800,9,3,18.82615143,New
Car,77041,Good,1,Petrol,2000,2,3,18.05600619,Good
Van,33314,Average,8,Diesel,1000,8,3,13.61440357,Weak
Van,46289,Average,4,Electric,2000,9,1,16.42306077,Weak
Motorcycle,65374,Poor,1,Electric,2500,6,1,14.41758309,Good
Motorcycle,52318,Average,2,Electric,1000,10,3,10.15658553,Good
Truck,48034,Average,9,Petrol,2500,3,0,17.89706213,New
Car,55705,Poor,6,Electric,2000,2,1,12.20891368,Weak
Car,31338,Good,1,Diesel,1000,7,3,15.07933362,New
Car,64257,Poor,9,Electric,1000,10,2,15.89511962,New
Bus,51399,Average,8,Diesel,800,3,0,18.21003976,New
SUV,67094,Poor,1,Diesel,1500,10,2,15.99884297,Good
SUV,55297,Good,10,Electric,1500,5,2,10.1874278,Good
Car,34059,Poor,5,Petrol,2000,7,2,13.88933453,Good
Car,38755,Average,6,Diesel,2000,3,1,13.90736681,New
Car,44864,Average,10,Electric,2500,6,3,19.43848705,Weak
Bus,46602,Average,10,Petrol,2500,7,3,19.15629343,New
Van,73216,Average,3,Petrol,1000,2,0,12.02679009,Good
SUV,41236,Average,1,Petrol,1500,8,0,11.77858311,Weak
SUV,33326,Poor,10,Diesel,2500,6,0,18.96158609,Good
Van,77919,Poor,5,Petrol,800,7,0,15.95046161,Good
SUV,46702,Average,3,Petrol,2500,5,2,17.09529125,Weak
Bus,62889,Average,7,Electric,2000,5,0,13.55150142,New
Bus,60057,Average,8,Diesel,800,3,2,16.16567106,New
SUV,37953,Good,5,Petrol,1500,4,3,11.76943695,Good
Car,61372,Poor,1,Petrol,2500,2,1,15.94259775,Weak
Bus,53346,Poor,5,Petrol,800,4,3,14.36507242,Good
SUV,55975,Average,10,Diesel,2000,6,2,17.92978421,Weak
SUV,51045,Good,2,Diesel,1000,2,2,13.16188785,New
Car,58139,Average,1,Electric,1000,1,3,11.33779319,Weak
SUV,41904,Poor,9,Electric,1000,5,1,16.50173917,Good
SUV,73649,Poor,7,Electric,1500,2,3,14.25268119,Good
SUV,45624,Poor,5,Diesel,1500,8,2,13.32479318,New
Van,72478,Good,5,Electric,2500,4,1,10.64747687,Weak
SUV,65196,Average,1,Diesel,2000,2,3,17.12565915,Weak
Truck,77997,Average,5,Electric,2000,9,1,19.68229672,Weak
SUV,51351,Average,9,Electric,800,1,2,16.86358718,Good
Van,72161,Good,5,Petrol,1500,5,2,15.22016146,Weak
Car,72066,Poor,6,Electric,2500,5,1,19.53987262,Good
SUV,59248,Good,8,Diesel,800,10,3,12.54675864,New
Truck,41497,Average,1,Diesel,1500,2,2,19.82328081,Good
Van,66972,Average,10,Petrol,800,8,3,14.41921097,New
Truck,30576,Average,3,Petrol,2500,8,0,15.23975593,Good
Van,67853,Good,4,Diesel,2500,1,2,10.1785496,Weak
Van,37647,Good,7,Electric,1000,4,2,15.2286391,Weak
Motorcycle,77289,Average,3,Petrol,2500,7,2,19.67853759,Weak
Bus,40795,Average,8,Petrol,800,4,2,15.34124638,Weak
Bus,47306,Good,5,Diesel,2000,1,2,17.14310402,New
Motorcycle,41388,Poor,7,Electric,1500,1,2,13.09784264,Weak
Bus,52658,Average,4,Electric,800,4,1,16.08598445,Weak
Bus,57003,Good,3,Diesel,1000,5,3,18.2345355,Weak
SUV,44581,Average,7,Diesel,2500,6,3,12.10254458,Weak
Bus,65190,Good,4,Electric,800,10,2,14.37944088,Good
Truck,35795,Average,7,Petrol,2000,7,0,18.25852056,Good
Van,75757,Good,2,Diesel,2500,6,3,15.96439479,New
Van,43875,Poor,9,Petrol,800,10,1,17.58301457,New
Bus,35366,Average,1,Petrol,1000,9,3,13.00023569,Weak
Van,43725,Good,2,Electric,2500,3,3,12.07528279,Weak
Motorcycle,52861,Poor,9,Electric,2000,4,1,19.57913786,New
Car,63132,Average,5,Electric,1500,10,3,18.24192633,New
SUV,61222,Average,10,Diesel,1500,7,2,18.08394829,Weak
SUV,74130,Poor,10,Electric,2500,2,3,12.05074944,Good
Van,72477,Good,8,Petrol,1500,5,3,12.87645942,Good
Truck,53404,Average,1,Petrol,2500,6,2,18.80825224,New
SUV,39518,Average,8,Petrol,2500,3,3,12.88616977,New
Bus,76808,Good,7,Diesel,2000,9,2,19.55233192,Weak
Bus,48264,Average,7,Electric,2000,1,1,10.97812815,Good
Bus,76983,Good,8,Diesel,2000,2,3,17.7337661,Good
Motorcycle,38864,Poor,2,Diesel,1500,7,3,14.42353266,New
Van,37763,Poor,4,Diesel,2000,8,1,10.71324013,Good
Motorcycle,52258,Good,4,Diesel,800,4,1,12.39405637,New
Motorcycle,74668,Poor,1,Petrol,1000,2,0,15.97930379,Weak
Motorcycle,50181,Good,2,Diesel,2500,1,2,10.82771374,Weak
Van,43917,Good,6,Diesel,2000,3,3,15.13968973,Good
Van,34492,Good,3,Electric,1000,9,0,11.33989779,Good
Car,73643,Good,10,Petrol,1500,1,2,14.89004528,Good
Motorcycle,32802,Good,7,Petrol,1000,5,2,18.55871852,Good
Motorcycle,62286,Poor,2,Electric,2000,4,0,11.96277384,Weak
SUV,55600,Average,6,Petrol,1000,10,0,10.5902913,Good
Truck,75958,Good,2,Petrol,800,8,0,14.72222417,New
Bus,59194,Average,9,Electric,800,5,1,16.54156107,Good
Bus,66839,Good,5,Diesel,2500,10,2,11.20685848,Weak
SUV,41194,Average,6,Petrol,2500,2,0,19.97615102,New
Car,30134,Average,4,Petrol,800,1,2,19.9623069,Good
Van,69056,Average,7,Electric,1500,8,3,17.62740939,New
Bus,71420,Average,8,Electric,1500,4,3,12.38991374,Good
Bus,42208,Good,10,Electric,2000,7,3,11.8156038,New
SUV,50471,Poor,2,Petrol,2000,7,1,14.96791253,Weak
Bus,67798,Poor,10,Petrol,1000,5,2,15.08050892,Good
Motorcycle,67761,Poor,8,Petrol,1500,1,2,16.52522465,New
SUV,75439,Good,8,Diesel,2500,8,2,13.60054905,Good
Van,61452,Good,1,Electric,800,6,3,17.03528135,Good
Van,59961,Poor,5,Petrol,2500,10,1,18.52495227,Good
Bus,72416,Poor,2,Diesel,800,1,2,12.97515418,Good
Van,45956,Poor,5,Diesel,2000,9,0,10.70279893,New
Motorcycle,59573,Average,4,Petrol,1500,4,0,10.91038723,Weak
Bus,58592,Good,5,Electric,1500,1,0,18.18901853,New
Car,42683,Good,5,Petrol,1500,10,0,11.50230761,New
SUV,70158,Good,5,Electric,800,1,0,18.88461114,New
SUV,66424,Good,10,Petrol,1000,9,0,15.3057811,Weak
Car,59282,Poor,1,Petrol,2500,6,1,16.43621375,Weak
Bus,38803,Good,2,Electric,2500,3,1,10.20320117,New
Motorcycle,42901,Average,8,Diesel,800,1,1,10.17782373,New
Motorcycle,44404,Poor,2,Diesel,800,2,3,19.92971478,Good
Van,76121,Average,2,Petrol,1000,6,3,13.86736694,New
Car,43991,Average,9,Electric,1000,1,0,16.4971217,Good
SUV,34091,Average,9,Electric,1500,5,1,11.60281372,New
Bus,46627,Average,3,Electric,2000,1,1,11.44136434,Weak
Van,68162,Good,6,Petrol,800,3,2,13.28959674,Weak
Van,53710,Average,3,Petrol,1500,1,3,14.36731273,Good
SUV,44107,Poor,1,Petrol,2500,3,0,10.85316836,Good
Bus,75157,Average,5,Diesel,800,3,2,13.3728601,Good
Truck,50635,Good,9,Petrol,1000,3,3,14.80397589,Weak
Truck,60127,Poor,10,Diesel,2500,6,0,14.04990951,New
Car,68146,Poor,7,Petrol,1500,6,1,19.32446184,Weak
Motorcycle,42945,Good,1,Electric,2000,5,0,19.14896259,New
Bus,65161,Poor,3,Petrol,2500,5,0,12.93887153,New
Van,64489,Good,6,Electric,1000,10,2,11.18445446,Weak
Car,49615,Good,9,Petrol,1500,4,0,11.24676258,New
Motorcycle,41603,Poor,2,Diesel,800,3,0,10.16047026,Good
Car,63223,Average,8,Petrol,1500,2,1,11.58765675,Good
Car,42354,Average,4,Diesel,2000,7,1,16.43229949,Weak
Bus,50226,Good,10,Electric,1500,6,2,18.28302515,Good
Bus,71643,Poor,2,Diesel,1500,7,1,12.21783904,Good
Van,58764,Poor,6,Diesel,2000,6,2,17.94920544,Good
Van,76718,Average,4,Diesel,1500,2,2,18.28820402,New
SUV,69302,Average,4,Petrol,2500,9,3,17.45615218,New
Van,55903,Average,9,Diesel,2000,9,0,16.45488338,New
SUV,52385,Average,9,Electric,1000,5,0,17.73175297,New
Car,53082,Good,3,Electric,2000,3,3,12.37809499,Good
SUV,34622,Good,9,Diesel,1000,5,1,19.20888731,Weak
Motorcycle,63425,Average,8,Electric,800,8,1,11.8045959,Weak
Bus,64471,Good,7,Electric,1000,2,0,14.97235743,Good
Motorcycle,32635,Poor,8,Petrol,1000,2,2,12.10102101,Weak
Van,33133,Average,3,Electric,1500,5,2,13.72331902,Weak
Bus,30981,Good,5,Diesel,1000,10,3,13.19676191,Good
Bus,57844,Average,1,Electric,800,6,0,17.56144006,Good
Motorcycle,70243,Average,8,Diesel,1000,10,0,13.54993371,Good
Truck,46868,Good,5,Diesel,2000,8,1,12.73872914,New
Car,67835,Good,3,Electric,1500,7,2,11.52284403,Good
Motorcycle,47259,Good,4,Electric,2000,4,0,10.02759761,New
Motorcycle,32807,Good,4,Diesel,2500,2,1,16.07953315,Good
Motorcycle,38668,Average,8,Petrol,2500,9,3,11.70116542,Good
Truck,66356,Good,2,Electric,800,10,2,17.6476115,Weak
Van,57000,Average,3,Diesel,1500,6,0,18.30481923,Good
SUV,50994,Poor,8,Diesel,800,6,0,19.76399689,New
Car,56167,Average,6,Petrol,2000,8,1,19.12256073,Weak
Bus,74331,Poor,4,Petrol,2500,2,1,19.0790707,Good
Motorcycle,48186,Poor,3,Petrol,1500,3,3,15.31695789,New
SUV,63703,Good,7,Petrol,800,3,0,16.49564565,Weak
Van,47529,Good,3,Diesel,2000,1,0,15.21839832,Good
SUV,73322,Poor,7,Electric,2500,9,0,10.22381674,Weak
Van,49792,Average,5,Diesel,800,6,1,10.00594369,Weak
SUV,70637,Average,9,Petrol,1000,7,2,14.71252886,New
Bus,55378,Poor,3,Electric,2500,10,0,14.88047372,Good
Bus,66102,Average,8,Petrol,800,1,2,15.10451772,Weak
Bus,52628,Poor,8,Diesel,1000,8,3,18.11221294,Good
SUV,78184,Good,9,Electric,2500,9,1,19.51420389,Good
SUV,41589,Average,6,Electric,2500,6,0,11.36549579,Good
Bus,43398,Good,4,Electric,800,7,3,19.45951849,New
Motorcycle,53800,Poor,1,Diesel,1000,4,1,18.91823802,Weak
Motorcycle,75146,Good,7,Petrol,1500,3,1,12.21788702,Good
Truck,55001,Poor,3,Petrol,1500,10,3,19.94010233,Good
SUV,71395,Poor,3,Diesel,1000,6,3,13.70379447,Weak
SUV,41449,Average,7,Diesel,2000,10,0,18.36978677,New
Bus,73660,Average,10,Petrol,2500,9,0,12.81030066,Good
Bus,46893,Poor,7,Diesel,800,6,1,17.87419872,Good
Truck,71426,Average,2,Electric,800,4,3,13.62252908,New
Truck,46728,Poor,2,Petrol,1500,4,0,11.93851527,Good
Truck,38622,Poor,3,Diesel,2500,4,0,11.98803951,New
SUV,72797,Average,7,Petrol,1000,1,3,15.64484173,Good
Truck,65663,Average,2,Diesel,1500,6,2,13.86034288,New
Truck,31119,Good,3,Diesel,1500,4,2,11.24014077,Weak
Van,44947,Good,6,Electric,1500,2,0,15.69844466,Weak
Motorcycle,38422,Good,2,Electric,1500,1,3,15.77310012,New
SUV,73730,Poor,7,Diesel,1500,5,2,13.57137598,Good
Truck,66191,Average,4,Diesel,1000,10,1,11.2177211,Weak
SUV,35150,Poor,3,Diesel,2000,5,3,12.49850873,Good
SUV,62252,Average,3,Electric,2000,10,1,17.86530516,Weak
SUV,42573,Poor,5,Electric,1000,9,1,10.90547517,New
Car,74054,Average,1,Petrol,2500,10,2,18.83539537,New
Van,78081,Poor,4,Diesel,2000,7,0,16.48457153,Weak
Motorcycle,46793,Good,5,Diesel,2500,7,2,11.11503293,Weak
Motorcycle,30361,Average,5,Electric,2500,2,3,11.23665442,Weak
Van,44214,Good,6,Electric,2000,9,3,16.31372675,Good
Van,38505,Good,10,Diesel,800,4,3,18.35302276,Weak
Motorcycle,55620,Good,9,Electric,1000,2,3,10.88450185,New
Car,46454,Good,3,Petrol,1500,5,0,18.98769741,New
Car,52837,Poor,7,Electric,1000,8,0,19.27921906,New
Van,72291,Average,4,Diesel,2500,1,3,16.18201389,New
SUV,56265,Good,9,Petrol,800,10,3,18.50340053,New
SUV,76545,Average,4,Petrol,1000,2,1,19.84339844,Good
Motorcycle,39254,Good,1,Diesel,1500,3,1,19.64458418,Good
Car,74603,Good,3,Diesel,1000,5,2,13.71636896,New
Van,43759,Poor,5,Petrol,2000,4,0,15.88977391,New
Truck,33679,Average,4,Diesel,2500,4,1,19.0120876,New
Car,48948,Average,6,Electric,2000,7,2,16.78275649,Good
Bus,73355,Average,3,Electric,2500,8,2,13.43012646,Good
Van,59536,Average,3,Petrol,2500,4,2,13.03811065,Weak
Motorcycle,41725,Poor,9,Petrol,2000,6,3,12.83014125,Weak
Van,54902,Poor,8,Diesel,2500,6,0,16.22947812,Weak
Motorcycle,58165,Average,5,Petrol,1000,5,0,17.69251499,Good
SUV,32784,Poor,7,Diesel,1500,1,2,18.22661932,Weak
SUV,35005,Average,2,Petrol,2000,10,3,19.28028321,Weak
Motorcycle,69396,Good,7,Electric,1000,3,3,11.83077809,New
Van,55154,Average,5,Electric,1500,8,2,10.10615705,Good
Bus,74700,Average,6,Petrol,1500,6,0,17.52453125,Good
Truck,73493,Good,2,Diesel,800,6,1,11.9399159,New
Motorcycle,55383,Good,5,Petrol,1000,8,1,12.2245518,New
SUV,46881,Good,7,Electric,1500,8,2,11.9485954,New
SUV,53775,Poor,3,Electric,1000,3,3,18.96350778,Good
Bus,39675,Average,8,Electric,1000,6,1,13.025761,Good
Motorcycle,47230,Poor,2,Electric,1500,1,0,17.16965243,Good
Car,79663,Poor,9,Diesel,2500,9,2,14.98415136,New
SUV,51141,Good,4,Diesel,2500,7,3,16.52980125,Weak
SUV,31287,Good,3,Diesel,2000,9,1,16.47221236,Good
Motorcycle,54806,Average,5,Electric,2000,3,1,11.261583,New
Van,40185,Poor,1,Electric,2000,4,2,15.71297763,Weak
Car,34495,Poor,6,Diesel,1500,3,1,11.27882494,New
Car,52830,Poor,6,Petrol,1500,10,0,15.93914522,Good
Bus,78485,Good,4,Diesel,2500,7,2,11.82186796,New
Van,30034,Average,10,Petrol,1000,4,1,13.20714478,New
Car,57430,Poor,6,Electric,1500,3,2,15.95060294,Good
Car,64568,Poor,8,Petrol,800,10,0,16.83065185,Weak
SUV,79802,Average,9,Electric,2500,9,2,17.26742979,New
SUV,73741,Poor,8,Electric,2000,2,3,12.31631501,Weak
Car,31123,Poor,10,Electric,800,6,0,13.57599105,New
Truck,36638,Poor,3,Petrol,1000,2,1,11.78652969,Good
SUV,65991,Good,4,Electric,2000,1,2,13.90079691,Weak
Motorcycle,30495,Average,7,Petrol,800,1,0,11.46398835,New
Motorcycle,46527,Good,5,Diesel,1000,3,1,14.61847442,Weak
Van,51069,Poor,9,Petrol,1500,8,3,14.43776799,New
Motorcycle,55809,Poor,7,Petrol,1500,2,2,19.55080599,New
Van,30008,Good,7,Diesel,2500,4,2,16.45155886,Good
SUV,48213,Average,2,Diesel,1500,6,3,13.69889469,Weak
Bus,62931,Poor,7,Diesel,2500,7,3,14.31913989,Weak
Van,49156,Good,6,Electric,2000,3,2,17.086544,Weak
Car,58099,Average,8,Petrol,1500,4,3,19.05967259,Good
Truck,75624,Good,10,Electric,1500,5,2,13.92759418,New
Van,43285,Poor,8,Diesel,2500,7,0,15.97460081,New
Motorcycle,42312,Average,1,Diesel,1500,6,0,18.96670601,Good
SUV,42369,Good,5,Electric,800,7,3,19.39267828,New
SUV,64622,Average,6,Diesel,1000,5,0,19.51973152,Good
Car,61364,Poor,3,Diesel,2000,1,3,14.07466787,New
Car,39911,Average,9,Electric,2500,6,0,10.89808753,Good
Motorcycle,76241,Average,8,Electric,2000,2,0,10.90669819,Good
Truck,76317,Poor,2,Petrol,2000,10,2,19.30575203,Weak
Bus,79127,Average,5,Diesel,800,5,0,11.65152707,Weak
Motorcycle,76376,Poor,6,Diesel,2500,10,2,13.1878146,Weak
Motorcycle,49239,Good,1,Petrol,1000,10,0,13.83003801,Good
SUV,73551,Good,3,Petrol,800,10,0,19.29960055,Weak
Bus,76284,Poor,4,Petrol,800,1,0,16.06076736,Weak
Truck,32391,Average,4,Petrol,1000,6,0,11.44195713,Good
Bus,41851,Good,9,Diesel,1500,7,1,12.25794587,New
